experimentId,variable1,variable2,outcomeMeasure,experimentDate,location,researcherId,controlFlag,anomalyFlag
E7494,74,Type A,139,2025-05-13,Lab 4,R4916,false,false
E7495,58,Type A,27.900000000000002,2024-10-10,Lab 4,R6564,true,false
E7496,31,Type B,16,2025-01-17,Lab 2,R1453,false,false
E7497,76,Type A,32,2025-02-15,Lab 3,R2517,false,false
E7498,48,Type D,188,2025-03-14,Lab 2,R6292,false,false
E7499,38,Type D,41,2024-06-07,Lab 1,R4079,false,false
E7500,7,Type A,34.2,2025-03-06,Lab 2,R1776,true,false
E7501,87,Type C,93.60000000000001,2025-03-08,Lab 2,R9854,true,false
E7502,48,Type C,52,2024-07-28,Lab 3,R3639,false,false
E7503,78,Type C,81,2024-11-19,Lab 1,R1383,false,false
E7504,44,Type C,170,2025-03-07,Lab 1,R5151,false,false
E7505,64,Type C,302.40000000000003,2025-05-15,Lab 1,R5817,true,true
E7506,2,Type A,36,2024-11-23,Lab 4,R7177,false,false
E7507,56,Type B,358,2025-02-01,Lab 4,R2674,false,true
E7508,68,Type C,17,2025-05-11,Lab 3,R5176,false,false
E7509,42,Type D,47,2025-04-01,Lab 1,R2088,false,false
E7510,30,Type B,56,2024-10-09,Lab 2,R4735,false,false
E7511,50,Type A,91,2024-07-10,Lab 2,R5290,false,false
E7512,38,Type A,31,2025-01-31,Lab 4,R2927,false,false
E7513,95,Type B,141.3,2024-12-05,Lab 2,R6499,true,false
E7514,53,Type D,130,2024-06-23,Lab 3,R6741,false,false
E7515,20,Type C,44,2025-04-05,Lab 4,R8649,false,false
E7516,54,Type C,103,2024-08-29,Lab 1,R7878,false,false
E7517,35,Type C,153,2024-08-09,Lab 2,R6511,false,false
E7518,87,Type B,138,2024-09-03,Lab 3,R1380,false,false
E7519,43,Type B,37,2025-01-16,Lab 4,R5440,false,false
E7520,69,Type A,145,2024-06-30,Lab 4,R4050,false,false
E7521,87,Type B,150,2025-01-16,Lab 2,R1387,false,false
E7522,19,Type C,36,2025-01-27,Lab 2,R5176,false,false
E7523,19,Type B,94,2025-04-25,Lab 2,R1617,false,false
E7524,69,Type C,86,2025-02-06,Lab 2,R9584,false,false
E7525,42,Type D,158.4,2025-03-05,Lab 4,R8075,true,false
E7526,15,Type D,43,2024-07-25,Lab 3,R9951,false,false
E7527,5,Type A,326.70000000000005,2025-01-30,Lab 4,R2659,true,true
E7528,52,Type A,124,2025-05-07,Lab 3,R8613,false,false
E7529,28,Type B,180,2024-12-01,Lab 1,R5634,false,false
E7530,100,Type C,97,2025-01-15,Lab 3,R9367,false,false
E7531,7,Type A,188,2025-03-03,Lab 2,R1536,false,false
E7532,53,Type C,107,2024-09-27,Lab 3,R9369,false,false
E7533,50,Type C,10,2025-04-16,Lab 4,R5050,false,false
E7534,95,Type C,104.4,2024-05-28,Lab 2,R5264,true,false
E7535,7,Type A,100,2025-04-19,Lab 3,R7875,false,false
E7536,40,Type C,36,2024-08-04,Lab 3,R1278,false,false
E7537,93,Type A,177,2024-12-08,Lab 1,R6892,false,false
E7538,57,Type B,106,2024-09-07,Lab 2,R2035,false,false
E7539,45,Type C,21,2024-06-19,Lab 1,R2445,false,false
E7540,99,Type B,120,2024-07-14,Lab 2,R8272,false,false
E7541,72,Type D,56,2025-01-12,Lab 1,R5492,false,false
E7542,62,Type D,78.3,2024-06-27,Lab 2,R6054,true,false
E7543,42,Type D,144,2025-03-11,Lab 3,R2742,false,false
E7544,50,Type D,32,2025-02-17,Lab 2,R5493,false,false
E7545,20,Type A,88,2025-02-03,Lab 3,R8615,false,false
E7546,58,Type C,26,2024-06-23,Lab 4,R9261,false,false
E7547,28,Type C,172,2024-11-10,Lab 1,R1074,false,false
E7548,72,Type D,77,2024-10-17,Lab 1,R7330,false,false
E7549,15,Type B,11,2024-12-29,Lab 4,R6064,false,false
E7550,20,Type A,193,2025-01-01,Lab 1,R5777,false,false
E7551,34,Type C,26,2024-07-17,Lab 1,R3712,false,false
E7552,9,Type A,177.3,2024-06-03,Lab 2,R6602,true,false
E7553,29,Type C,193,2024-09-12,Lab 2,R8999,false,false
E7554,66,Type B,23,2024-06-21,Lab 4,R1242,false,false
E7555,11,Type B,28,2024-11-20,Lab 4,R7406,false,false
E7556,4,Type B,43.2,2025-01-12,Lab 4,R9874,true,false
E7557,83,Type C,184,2024-09-16,Lab 4,R3753,false,false
E7558,100,Type D,186,2024-12-17,Lab 1,R2000,false,false
E7559,98,Type B,70.2,2024-07-24,Lab 3,R6457,true,false
E7560,48,Type A,56,2024-07-14,Lab 2,R2819,false,false
E7561,24,Type D,94.5,2024-07-02,Lab 4,R3188,true,false
E7562,93,Type C,94,2024-11-19,Lab 1,R3090,false,false
E7563,16,Type A,177,2024-08-22,Lab 4,R3753,false,false
E7564,16,Type B,27,2025-02-24,Lab 1,R6121,false,false
E7565,10,Type D,23,2024-11-28,Lab 3,R4315,false,false
E7566,5,Type D,207,2024-08-24,Lab 4,R4123,false,true
E7567,81,Type D,148,2025-05-13,Lab 3,R4471,false,false
E7568,75,Type C,34,2024-10-28,Lab 4,R3211,false,false
E7569,83,Type B,142,2024-06-01,Lab 4,R3587,false,false
E7570,92,Type D,61,2024-08-31,Lab 3,R6786,false,false
E7571,26,Type A,143,2024-08-19,Lab 3,R7527,false,false
E7572,96,Type D,109.8,2024-09-16,Lab 4,R9325,true,false
E7573,24,Type D,158,2024-11-01,Lab 4,R9113,false,false
E7574,18,Type C,126,2024-10-18,Lab 4,R5311,false,false
E7575,19,Type A,153.9,2025-04-24,Lab 3,R4764,true,false
E7576,38,Type B,29,2024-09-04,Lab 4,R1797,false,false
E7577,75,Type D,129,2024-12-31,Lab 1,R8166,false,false
E7578,70,Type D,32,2024-11-07,Lab 4,R5900,false,false
E7579,19,Type B,69,2024-11-19,Lab 4,R8322,false,false
E7580,40,Type B,47,2025-01-25,Lab 4,R6524,false,false
E7581,14,Type C,43.2,2025-05-04,Lab 1,R4783,true,false
E7582,27,Type D,3,2024-06-30,Lab 4,R6453,false,false
E7583,8,Type C,161,2024-11-22,Lab 1,R8549,false,false
E7584,45,Type B,81,2024-08-21,Lab 1,R6988,false,false
E7585,91,Type C,188,2024-09-12,Lab 4,R4809,false,false
E7586,62,Type D,380.70000000000005,2025-01-07,Lab 1,R1174,true,true
E7587,65,Type A,149,2025-03-08,Lab 2,R9945,false,false
E7588,53,Type B,18,2024-10-18,Lab 2,R8163,true,false
E7589,57,Type C,49,2025-03-22,Lab 3,R9501,false,false
E7590,30,Type B,66,2024-06-09,Lab 3,R2620,false,false
E7591,96,Type A,109,2024-12-19,Lab 4,R4063,false,false
E7592,97,Type D,50,2024-07-25,Lab 4,R1276,false,false
E7593,1,Type A,198,2024-11-01,Lab 3,R1992,false,false
E7594,33,Type C,63,2024-08-29,Lab 3,R2043,false,false
E7595,43,Type A,12,2024-09-05,Lab 4,R1039,false,false
E7596,76,Type D,85,2025-01-03,Lab 3,R9626,false,false
E7597,27,Type C,162,2025-01-05,Lab 2,R1483,false,false
E7598,84,Type B,82,2024-06-25,Lab 4,R7233,false,false
E7599,79,Type A,36,2024-11-29,Lab 1,R3747,false,false
E7600,0,Type A,70,2024-08-14,Lab 4,R8942,false,false
E7601,8,Type D,105,2025-02-28,Lab 1,R4328,false,false
E7602,43,Type B,46.800000000000004,2024-07-31,Lab 4,R6605,true,false
E7603,74,Type B,153,2024-08-04,Lab 2,R6419,true,false
E7604,69,Type C,33,2025-01-23,Lab 4,R6218,false,false
E7605,41,Type C,126,2024-08-28,Lab 4,R8020,false,false
E7606,89,Type B,190.8,2024-06-21,Lab 3,R2956,true,true
E7607,39,Type D,99,2025-04-05,Lab 4,R8659,false,false
E7608,11,Type A,78,2024-08-12,Lab 4,R5773,false,false
E7609,20,Type D,92,2025-03-02,Lab 1,R1992,false,false
E7610,41,Type B,178,2024-12-31,Lab 2,R9627,false,false
E7611,6,Type B,199,2025-03-26,Lab 1,R1569,false,false
E7612,83,Type B,24.3,2024-10-20,Lab 4,R1474,true,false
E7613,48,Type D,21,2025-03-24,Lab 1,R5822,false,false
E7614,28,Type D,14.4,2025-01-23,Lab 3,R5906,true,false
E7615,30,Type B,105,2024-08-08,Lab 1,R3821,false,false
E7616,94,Type D,190,2024-08-30,Lab 1,R8661,false,false
E7617,51,Type D,123,2025-04-22,Lab 4,R7355,false,false
E7618,16,Type A,194,2025-04-18,Lab 4,R4362,false,false
E7619,91,Type D,1,2024-12-13,Lab 1,R9448,false,false
E7620,74,Type A,1.8,2024-09-12,Lab 4,R7428,true,false
E7621,81,Type B,66,2024-06-20,Lab 3,R3887,false,false
E7622,33,Type D,74.7,2025-03-16,Lab 2,R6161,true,false
E7623,96,Type D,20,2025-04-02,Lab 1,R5797,false,false
E7624,41,Type C,92,2024-07-22,Lab 4,R8596,false,false
E7625,62,Type B,42,2024-12-14,Lab 1,R1475,false,false
E7626,78,Type B,131,2024-10-24,Lab 4,R1909,false,false
E7627,67,Type C,35,2024-12-24,Lab 3,R4097,false,false
E7628,11,Type A,1,2024-06-23,Lab 2,R6600,false,false
E7629,99,Type D,50.4,2024-12-30,Lab 2,R6991,true,false
E7630,77,Type C,50.4,2024-11-30,Lab 2,R1806,true,false
E7631,2,Type C,75,2025-04-02,Lab 2,R6102,false,false
E7632,100,Type C,101.7,2025-01-22,Lab 2,R6899,true,false
E7633,54,Type C,24,2024-09-05,Lab 1,R6106,false,false
E7634,0,Type C,159,2024-10-09,Lab 2,R2223,false,false
E7635,85,Type D,163,2024-08-03,Lab 4,R4902,false,false
E7636,100,Type C,107,2024-12-06,Lab 4,R7230,false,false
E7637,35,Type A,167,2024-07-07,Lab 2,R3137,false,false
E7638,90,Type C,146,2024-10-14,Lab 3,R1399,false,false
E7639,1,Type D,144,2025-02-01,Lab 2,R8072,false,false
E7640,89,Type A,117,2024-10-18,Lab 1,R9756,true,false
E7641,98,Type C,102,2024-06-16,Lab 2,R2104,false,true
E7642,94,Type A,174,2025-01-22,Lab 1,R7665,false,false
E7643,19,Type A,85,2024-10-08,Lab 4,R1922,false,false
E7644,17,Type C,60,2025-01-08,Lab 4,R7327,false,true
E7645,8,Type A,178,2024-08-14,Lab 1,R6026,false,false
E7646,7,Type D,41,2025-01-09,Lab 1,R9868,false,false
E7647,75,Type D,176,2025-04-09,Lab 2,R2173,false,false
E7648,2,Type B,27.900000000000002,2024-12-03,Lab 2,R7008,true,false
E7649,55,Type A,105,2025-05-06,Lab 3,R1675,false,false
E7650,93,Type D,143,2024-08-20,Lab 4,R4189,false,false
E7651,13,Type C,158,2025-04-25,Lab 3,R4404,false,false
E7652,6,Type A,114,2024-09-28,Lab 1,R7152,false,false
E7653,55,Type D,82,2024-10-17,Lab 3,R8306,false,false
E7654,88,Type A,63,2024-07-17,Lab 1,R3443,false,false
E7655,51,Type B,173,2025-01-03,Lab 4,R5576,false,false
E7656,73,Type C,56,2024-11-21,Lab 4,R7519,false,false
E7657,72,Type B,163,2024-10-26,Lab 2,R2377,false,false
E7658,74,Type D,187,2024-12-06,Lab 1,R5424,false,false
E7659,54,Type C,119,2024-08-25,Lab 1,R5572,false,false
E7660,23,Type C,354.6,2024-10-07,Lab 4,R8273,true,true
E7661,96,Type B,112,2025-01-25,Lab 1,R2529,false,false
E7662,34,Type A,88,2024-10-19,Lab 3,R4576,false,false
E7663,8,Type D,81,2025-01-14,Lab 2,R3939,false,false
E7664,62,Type B,148,2024-07-27,Lab 2,R1461,false,false
E7665,73,Type B,126,2024-10-22,Lab 1,R1749,false,false
E7666,73,Type C,47,2024-11-04,Lab 2,R5388,false,false
E7667,6,Type A,69,2024-06-11,Lab 1,R3226,false,false
E7668,24,Type A,188,2024-12-23,Lab 1,R5564,false,false
E7669,13,Type A,125,2024-10-05,Lab 4,R6606,false,false
E7670,29,Type D,137,2024-07-20,Lab 2,R1551,false,false
E7671,66,Type A,144.9,2025-05-11,Lab 3,R3757,true,false
E7672,75,Type B,113,2024-08-15,Lab 3,R4415,false,false
E7673,8,Type C,89,2024-06-06,Lab 3,R6273,false,false
E7674,0,Type B,63,2025-04-29,Lab 1,R8173,false,false
E7675,27,Type B,5,2025-02-28,Lab 4,R1732,false,false
E7676,73,Type B,187,2025-05-04,Lab 1,R3889,false,false
E7677,17,Type D,76,2025-01-02,Lab 4,R7993,false,false
E7678,49,Type A,14,2025-03-23,Lab 3,R3095,false,false
E7679,11,Type D,115.2,2024-09-19,Lab 4,R1109,true,false
E7680,91,Type C,32,2024-07-03,Lab 2,R7727,false,false
E7681,50,Type C,9,2024-08-23,Lab 1,R6992,true,false
E7682,69,Type D,66,2025-04-10,Lab 2,R5229,false,false
E7683,6,Type A,197,2025-01-09,Lab 1,R7780,false,false
E7684,92,Type A,80.10000000000001,2024-07-06,Lab 2,R8972,true,false
E7685,45,Type A,146,2024-12-04,Lab 2,R2087,false,false
E7686,61,Type C,72.9,2024-11-02,Lab 3,R6543,true,false
E7687,80,Type D,114,2024-06-19,Lab 4,R9784,false,false
E7688,64,Type B,118.8,2025-01-27,Lab 4,R5140,true,false
E7689,38,Type B,272,2025-01-08,Lab 1,R5456,false,true
E7690,50,Type A,5,2024-11-02,Lab 1,R9783,false,false
E7691,20,Type D,157,2024-05-25,Lab 1,R4110,false,false
E7692,28,Type D,7.2,2025-03-12,Lab 3,R7382,true,true
E7693,35,Type D,15,2024-12-07,Lab 2,R7752,false,false
E7694,13,Type D,168,2025-02-04,Lab 1,R9510,false,false
E7695,30,Type A,141,2024-11-19,Lab 2,R8264,false,false
E7696,96,Type A,109,2025-03-27,Lab 4,R7458,false,false
E7697,15,Type B,100,2024-07-04,Lab 4,R1469,false,true
E7698,83,Type C,107.10000000000001,2024-10-15,Lab 3,R5913,true,false
E7699,68,Type D,92,2024-07-03,Lab 4,R1779,false,false
E7700,47,Type C,113,2025-03-11,Lab 4,R7927,false,false
E7701,60,Type A,152.1,2025-01-13,Lab 2,R6789,true,false
E7702,6,Type C,89,2025-01-30,Lab 4,R5226,false,false
E7703,5,Type D,185,2024-07-07,Lab 2,R3168,false,false
E7704,67,Type A,99,2024-08-17,Lab 1,R3152,false,false
E7705,94,Type B,32,2024-09-15,Lab 2,R4442,false,false
E7706,67,Type A,82,2025-04-07,Lab 4,R1877,false,false
E7707,77,Type C,103,2024-11-17,Lab 4,R1012,false,false
E7708,48,Type C,93,2025-05-24,Lab 1,R4315,false,false
E7709,93,Type A,5,2025-01-28,Lab 1,R6311,false,false
E7710,43,Type D,109,2024-09-08,Lab 2,R5090,false,false
E7711,15,Type A,58,2024-12-23,Lab 1,R4912,false,false
E7712,29,Type A,75,2024-06-03,Lab 4,R3380,false,false
E7713,52,Type C,156,2024-10-26,Lab 1,R4737,false,false
E7714,83,Type D,15,2024-11-02,Lab 2,R6638,false,false
E7715,61,Type D,37.800000000000004,2025-03-10,Lab 1,R1533,true,false
E7716,73,Type D,94,2025-02-25,Lab 4,R7987,false,false
E7717,0,Type D,193,2024-11-27,Lab 3,R2622,false,false
E7718,19,Type C,62,2024-07-28,Lab 4,R3299,false,false
E7719,83,Type B,4,2025-03-04,Lab 2,R6867,false,false
E7720,22,Type A,189,2025-03-10,Lab 2,R1992,false,false
E7721,12,Type A,156,2024-10-21,Lab 3,R5869,false,false
E7722,83,Type B,168.3,2024-06-13,Lab 4,R6413,true,false
E7723,7,Type D,0,2025-02-16,Lab 3,R4588,true,false
E7724,57,Type C,114,2024-09-14,Lab 3,R7777,false,false
E7725,1,Type B,18,2025-01-28,Lab 3,R2857,true,false
E7726,50,Type B,54,2025-02-01,Lab 2,R3068,true,false
E7727,9,Type D,51,2024-08-28,Lab 4,R1793,false,false
E7728,54,Type B,38.7,2024-10-07,Lab 4,R7746,true,false
E7729,43,Type B,127.8,2025-05-03,Lab 1,R2754,true,false
E7730,55,Type B,159,2024-10-07,Lab 3,R1499,false,false
E7731,87,Type A,125.10000000000001,2024-09-09,Lab 1,R3325,true,false
E7732,2,Type C,174,2024-12-17,Lab 1,R8387,false,false
E7733,18,Type D,102,2024-12-10,Lab 4,R8765,false,false
E7734,56,Type A,177,2025-02-08,Lab 1,R5830,false,false
E7735,25,Type C,108,2024-08-12,Lab 2,R7923,false,false
E7736,8,Type D,140,2024-06-01,Lab 2,R2264,false,false
E7737,12,Type D,78,2024-09-23,Lab 1,R1672,false,false
E7738,94,Type B,28.8,2025-01-30,Lab 1,R9037,true,false
E7739,90,Type B,133,2024-12-28,Lab 4,R3130,false,false
E7740,93,Type D,194,2025-02-25,Lab 1,R2573,false,false
E7741,90,Type C,94,2025-03-27,Lab 1,R5054,false,false
E7742,97,Type B,20,2025-05-20,Lab 2,R7708,false,false
E7743,98,Type A,89,2024-12-15,Lab 1,R3827,false,false
E7744,94,Type C,20.7,2025-03-01,Lab 4,R2049,true,false
E7745,76,Type A,130,2024-12-07,Lab 1,R6577,false,false
E7746,53,Type D,156,2024-09-22,Lab 2,R4752,false,false
E7747,98,Type A,87,2024-11-19,Lab 1,R1291,false,false
E7748,76,Type B,65,2024-10-27,Lab 1,R6916,false,false
E7749,10,Type B,126,2025-05-24,Lab 1,R4557,false,false
E7750,40,Type D,49,2024-09-15,Lab 3,R5824,false,false
E7751,56,Type B,1.8,2025-02-18,Lab 3,R7204,true,false
E7752,16,Type D,61,2024-12-08,Lab 2,R4130,false,false
E7753,95,Type D,64,2024-09-04,Lab 3,R7985,false,false
E7754,48,Type C,111,2024-12-12,Lab 4,R9777,false,false
E7755,89,Type D,16,2024-09-29,Lab 1,R4682,false,false
E7756,69,Type D,115,2025-04-29,Lab 1,R3497,false,false
E7757,75,Type B,58,2024-09-05,Lab 4,R3259,false,false
E7758,91,Type C,57,2025-02-21,Lab 3,R9641,false,false
E7759,83,Type C,8,2024-07-02,Lab 2,R8281,false,false
E7760,75,Type D,68,2025-01-10,Lab 2,R5961,false,false
E7761,15,Type A,24,2025-01-02,Lab 1,R4641,false,false
E7762,33,Type D,21.6,2024-06-04,Lab 1,R8216,true,false
E7763,94,Type A,49,2024-12-12,Lab 3,R3986,false,false
E7764,23,Type C,79,2024-11-08,Lab 3,R8233,false,false
E7765,86,Type A,139,2024-11-30,Lab 3,R6431,false,false
E7766,88,Type B,103,2025-01-02,Lab 3,R2396,false,false
E7767,72,Type A,107,2025-01-08,Lab 3,R4667,false,false
E7768,98,Type A,96.3,2024-10-12,Lab 1,R2386,true,false
E7769,42,Type D,70.2,2025-01-13,Lab 2,R4861,true,false
E7770,58,Type A,116,2025-04-06,Lab 2,R9750,false,false
E7771,3,Type A,185,2024-12-29,Lab 4,R6168,false,false
E7772,78,Type C,151.20000000000002,2025-05-19,Lab 4,R6192,true,false
E7773,92,Type C,165,2024-07-10,Lab 3,R4303,false,false
E7774,69,Type A,193,2024-10-08,Lab 4,R6632,false,false
E7775,87,Type A,127,2024-08-22,Lab 3,R9378,false,false
E7776,82,Type B,142,2025-04-14,Lab 2,R5039,false,false
E7777,53,Type D,146,2024-09-21,Lab 3,R1828,false,false
E7778,29,Type C,14,2025-04-09,Lab 2,R9791,false,false
E7779,62,Type D,147.6,2025-05-21,Lab 2,R1858,true,false
E7780,93,Type D,196,2024-12-30,Lab 4,R4352,false,false
E7781,62,Type B,64,2024-08-16,Lab 4,R3289,false,false
E7782,93,Type B,105,2024-10-08,Lab 3,R9182,false,false
E7783,55,Type A,95,2025-04-23,Lab 2,R6913,false,false
E7784,77,Type A,25,2024-08-17,Lab 4,R4939,false,false
E7785,79,Type B,27,2024-11-27,Lab 3,R5581,false,false
E7786,43,Type D,133,2024-11-11,Lab 3,R5405,false,false
E7787,36,Type B,152,2024-12-25,Lab 2,R6325,false,false
E7788,49,Type D,175,2024-12-05,Lab 1,R8491,false,false
E7789,12,Type C,109,2024-12-11,Lab 2,R2080,false,false
E7790,42,Type C,88,2024-12-10,Lab 3,R6662,false,false
E7791,65,Type D,45,2024-07-10,Lab 3,R3398,false,false
E7792,46,Type C,55,2024-12-05,Lab 4,R5217,false,false
E7793,3,Type C,3,2025-02-09,Lab 4,R3424,false,false
E7794,9,Type B,0,2025-03-26,Lab 1,R5565,false,false
E7795,87,Type A,123,2025-04-30,Lab 4,R1498,false,false
E7796,97,Type D,116,2024-11-25,Lab 2,R5022,false,false
E7797,66,Type C,108,2024-07-19,Lab 2,R8906,false,false
E7798,93,Type A,77,2025-03-12,Lab 2,R9118,false,false
E7799,94,Type B,32,2024-12-07,Lab 2,R4256,false,false
E7800,83,Type B,147,2024-12-13,Lab 3,R5294,false,false
E7801,38,Type B,148,2025-05-11,Lab 1,R1674,false,false
E7802,22,Type D,8,2025-03-27,Lab 4,R1774,false,false
E7803,57,Type B,171,2024-09-18,Lab 3,R6053,false,false
E7804,30,Type D,63.9,2025-02-26,Lab 1,R1685,true,false
E7805,6,Type A,21,2025-01-11,Lab 4,R1655,false,false
E7806,89,Type A,70,2025-04-09,Lab 2,R7553,false,false
E7807,66,Type B,79,2024-06-25,Lab 1,R3888,false,false
E7808,56,Type A,158.4,2024-08-06,Lab 2,R4602,true,false
E7809,28,Type B,66,2024-12-12,Lab 1,R9733,false,false
E7810,14,Type A,93,2025-04-06,Lab 4,R2728,false,false
E7811,96,Type C,51,2025-03-16,Lab 4,R5695,false,false
E7812,18,Type A,154,2024-11-12,Lab 3,R1350,false,false
E7813,86,Type A,58,2024-10-30,Lab 4,R9296,false,false
E7814,95,Type A,90,2024-08-11,Lab 3,R1144,true,false
E7815,87,Type A,195,2024-09-10,Lab 2,R2722,false,false
E7816,58,Type C,70,2024-07-17,Lab 3,R6621,false,false
E7817,64,Type C,191,2024-06-27,Lab 3,R8472,false,false
E7818,67,Type A,113,2024-12-10,Lab 3,R3573,false,false
E7819,57,Type B,91,2024-08-16,Lab 3,R7324,false,false
E7820,69,Type A,170.1,2025-04-16,Lab 4,R8678,true,false
E7821,15,Type A,121,2025-02-09,Lab 1,R5394,false,false
E7822,39,Type C,7,2025-01-17,Lab 1,R6308,false,false
E7823,13,Type A,134.1,2025-04-28,Lab 4,R9884,true,false
E7824,97,Type D,165,2024-10-29,Lab 3,R9383,false,false
E7825,28,Type A,160.20000000000002,2025-02-09,Lab 2,R4038,true,true
E7826,7,Type D,42,2024-06-06,Lab 1,R2933,false,false
E7827,58,Type D,112.5,2024-05-26,Lab 3,R6348,true,false
E7828,76,Type C,152,2025-03-20,Lab 3,R8689,false,false
E7829,66,Type C,145.8,2025-05-15,Lab 2,R8496,true,false
E7830,29,Type B,143,2025-01-01,Lab 1,R9359,false,false
E7831,55,Type C,26,2025-01-25,Lab 2,R2908,false,true
E7832,24,Type B,171,2025-05-03,Lab 2,R2645,false,false
E7833,38,Type A,33,2025-01-13,Lab 2,R4764,false,false
E7834,73,Type B,148,2025-01-23,Lab 2,R3880,false,false
E7835,73,Type D,180,2024-12-02,Lab 2,R7652,false,false
E7836,19,Type D,117,2024-09-02,Lab 2,R9144,false,false
E7837,49,Type B,132,2024-08-22,Lab 3,R7406,false,false
E7838,5,Type B,69.3,2024-07-31,Lab 3,R7398,true,false
E7839,19,Type D,13,2024-11-22,Lab 2,R8098,false,false
E7840,7,Type C,54.9,2025-02-07,Lab 4,R2711,true,false
E7841,78,Type C,37,2024-07-28,Lab 4,R3534,false,false
E7842,28,Type D,57.6,2025-05-12,Lab 1,R6664,true,false
E7843,88,Type D,36,2024-08-20,Lab 2,R3098,false,false
E7844,12,Type B,13,2025-01-07,Lab 1,R6133,false,false
E7845,17,Type C,4,2024-07-22,Lab 4,R7673,false,false
E7846,63,Type B,23,2024-10-28,Lab 3,R8794,false,false
E7847,74,Type A,173.70000000000002,2025-03-16,Lab 1,R7719,true,false
E7848,59,Type A,81.9,2025-01-09,Lab 2,R7184,true,false
E7849,4,Type A,10,2025-02-15,Lab 4,R2540,false,false
E7850,13,Type C,8.1,2025-01-04,Lab 2,R3915,true,false
E7851,34,Type A,197,2024-11-10,Lab 2,R7409,false,false
E7852,58,Type C,107.10000000000001,2024-07-28,Lab 2,R7494,true,false
E7853,51,Type A,155.70000000000002,2025-05-03,Lab 1,R4237,true,false
E7854,83,Type D,175,2025-01-10,Lab 1,R2344,false,false
E7855,6,Type C,53.1,2024-12-17,Lab 1,R9060,true,false
E7856,62,Type B,47.7,2024-10-11,Lab 2,R9308,true,false
E7857,65,Type D,109,2025-04-27,Lab 4,R4002,false,false
E7858,40,Type A,137,2024-09-11,Lab 3,R2133,false,false
E7859,16,Type C,159,2024-10-27,Lab 3,R7718,false,false
E7860,82,Type B,82,2024-09-15,Lab 1,R1489,false,false
E7861,51,Type B,165.6,2024-10-31,Lab 4,R1869,true,false
E7862,9,Type C,133,2024-08-23,Lab 4,R7456,false,false
E7863,40,Type B,196,2024-12-07,Lab 4,R9171,false,false
E7864,61,Type D,114,2025-04-10,Lab 4,R4478,false,false
E7865,12,Type B,7.2,2024-10-17,Lab 1,R7973,true,false
E7866,2,Type C,17,2025-01-23,Lab 1,R1007,false,false
E7867,62,Type A,175,2024-09-03,Lab 4,R9777,false,false
E7868,89,Type D,107.10000000000001,2024-08-31,Lab 1,R9160,true,false
E7869,52,Type C,155,2024-05-30,Lab 4,R5158,false,false
E7870,37,Type D,175,2025-04-13,Lab 2,R5627,false,false
E7871,39,Type D,178,2024-10-06,Lab 2,R6956,false,false
E7872,65,Type B,87,2025-04-17,Lab 1,R9899,false,false
E7873,39,Type B,165,2024-06-27,Lab 4,R8763,false,false
E7874,49,Type D,111,2025-05-14,Lab 4,R3813,false,false
E7875,88,Type C,108,2025-04-22,Lab 4,R2191,false,false
E7876,81,Type C,108,2025-01-12,Lab 2,R4194,false,false
E7877,10,Type B,134,2024-06-04,Lab 1,R3758,false,false
E7878,47,Type D,77.4,2024-07-23,Lab 4,R6874,true,false
E7879,93,Type D,36.9,2024-11-12,Lab 1,R8772,true,false
E7880,98,Type A,25,2024-09-19,Lab 2,R4390,false,false
E7881,70,Type A,23,2024-11-09,Lab 2,R8398,false,false
E7882,24,Type D,36,2024-09-10,Lab 4,R4081,false,false
E7883,6,Type C,152,2024-11-22,Lab 3,R9458,false,false
E7884,86,Type D,183,2025-03-31,Lab 1,R4908,false,false
E7885,60,Type C,5.4,2024-10-16,Lab 1,R2616,true,false
E7886,11,Type A,120,2024-11-08,Lab 3,R1036,false,false
E7887,39,Type A,13,2025-04-02,Lab 2,R9121,false,false
E7888,58,Type D,78,2025-01-26,Lab 1,R5988,false,false
E7889,20,Type D,145,2024-10-05,Lab 2,R5736,false,false
E7890,59,Type D,128,2025-02-19,Lab 1,R5417,false,false
E7891,18,Type C,150,2024-06-24,Lab 1,R1284,false,false
E7892,44,Type D,102.60000000000001,2024-11-10,Lab 2,R5968,true,false
E7893,70,Type D,142,2024-10-29,Lab 1,R7577,false,false
E7894,100,Type C,50.4,2024-05-25,Lab 1,R6373,true,false
E7895,75,Type B,24,2024-08-25,Lab 3,R2669,false,false
E7896,31,Type B,198,2024-06-12,Lab 4,R1226,false,false
E7897,47,Type A,135,2025-01-13,Lab 1,R7771,false,false
E7898,70,Type A,15,2024-09-11,Lab 1,R4482,false,false
E7899,76,Type B,101,2024-06-20,Lab 1,R8466,false,false
E7900,9,Type B,97,2024-09-30,Lab 4,R3643,false,false
E7901,36,Type A,49,2024-09-20,Lab 1,R1588,false,false
E7902,79,Type A,175,2024-06-11,Lab 3,R6141,false,false
E7903,77,Type C,78,2025-05-09,Lab 2,R4779,false,false
E7904,44,Type B,162,2025-02-22,Lab 2,R8963,true,false
E7905,63,Type A,157,2024-10-08,Lab 1,R1266,false,false
E7906,90,Type C,65,2024-08-26,Lab 1,R3215,false,false
E7907,50,Type A,25,2024-08-15,Lab 3,R2167,false,false
E7908,22,Type D,167,2025-03-31,Lab 3,R4555,false,false
E7909,42,Type B,153,2024-07-21,Lab 2,R7377,false,false
