customerId,age,gender,incomeLevel,productCategory,purchaseAmount,purchaseDate,geographicRegion,customerLoyaltyScore,marketingChannel
C8795,65,Female,44074,Laptop,1789,2025-04-26,Asia,7,In-Store Promotion
C8796,40,Male,138204,Accessories,90,2024-07-09,South America,4,In-Store Promotion
C8797,49,Male,69450,Smartphone,591,2024-11-02,Europe,2,TV
C8798,29,Female,90126,Tablet,417,2025-01-03,Asia,1,TV
C8799,33,Male,147355,Tablet,355,2025-01-16,North America,7,Online Ads
C8800,64,Female,41583,Accessories,67,2024-06-15,Europe,7,TV
C8801,43,Female,79157,Tablet,351,2024-12-11,South America,8,Online Ads
C8802,42,Male,60327,Accessories,37,2025-03-20,South America,3,Social Media
C8803,20,Male,78833,Smartphone,593,2024-12-13,Asia,6,In-Store Promotion
C8804,42,Female,113594,Laptop,1605,2024-07-20,Europe,9,Online Ads
C8805,18,Female,44929,Laptop,1850,2025-04-16,Europe,6,Social Media
C8806,60,Male,133459,Accessories,17,2024-12-13,North America,5,TV
C8807,25,Male,128525,Accessories,56,2024-12-28,South America,4,In-Store Promotion
C8808,54,Male,35256,Smartphone,1022,2024-08-01,North America,3,Online Ads
C8809,35,Male,20890,Accessories,85,2025-04-26,Europe,4,Social Media
C8810,59,Female,103367,Laptop,1445,2024-08-01,Asia,6,Social Media
C8811,59,Female,108216,Smartphone,1191,2025-03-14,Europe,3,In-Store Promotion
C8812,50,Male,113694,Laptop,1201,2024-11-05,North America,5,In-Store Promotion
C8813,44,Female,127260,Smartphone,721,2025-03-09,Europe,4,In-Store Promotion
C8814,25,Male,46350,Tablet,594,2025-03-05,South America,8,In-Store Promotion
C8815,61,Female,52497,Smartphone,664,2024-09-10,South America,6,TV
C8816,45,Female,62826,Accessories,38,2024-08-04,Asia,6,In-Store Promotion
C8817,26,Male,100645,Smartphone,890,2025-04-14,South America,2,TV
C8818,51,Female,67501,Smartphone,698,2024-11-27,Europe,10,Social Media
C8819,26,Male,91522,Laptop,1071,2024-08-01,South America,7,In-Store Promotion
C8820,24,Female,30701,Smartphone,726,2024-12-29,South America,8,Social Media
C8821,22,Male,24236,Smartphone,651,2024-11-03,North America,6,Social Media
C8822,40,Female,104100,Accessories,86,2025-01-06,South America,5,In-Store Promotion
C8823,33,Male,48804,Laptop,1853,2025-01-25,North America,10,In-Store Promotion
C8824,44,Female,122126,Laptop,1577,2024-10-22,Asia,2,Social Media
C8825,42,Male,46115,Tablet,284,2024-09-08,South America,7,In-Store Promotion
C8826,33,Female,118223,Tablet,395,2025-04-22,Europe,1,Social Media
C8827,49,Male,26354,Tablet,300,2024-05-31,Europe,10,TV
C8828,58,Male,37150,Tablet,588,2025-02-17,North America,1,Social Media
C8829,37,Female,122122,Tablet,228,2024-07-16,North America,4,In-Store Promotion
C8830,40,Male,122962,Smartphone,596,2024-07-03,Europe,9,Online Ads
C8831,49,Male,129993,Laptop,881,2025-05-19,North America,4,In-Store Promotion
C8832,45,Male,147106,Smartphone,1151,2024-06-07,South America,7,In-Store Promotion
C8833,28,Female,86305,Laptop,1328,2024-06-29,North America,1,In-Store Promotion
C8834,64,Male,138344,Accessories,84,2024-09-20,Asia,5,In-Store Promotion
C8835,30,Male,139749,Smartphone,592,2024-06-01,Asia,3,Social Media
C8836,49,Male,29580,Accessories,31,2024-08-11,Europe,7,In-Store Promotion
C8837,22,Female,131322,Accessories,13,2024-06-09,Europe,7,TV
C8838,44,Male,44503,Tablet,549,2024-10-03,South America,1,Social Media
C8839,51,Female,113577,Smartphone,1123,2025-04-09,North America,5,TV
C8840,51,Female,103344,Tablet,446,2025-03-27,South America,7,Social Media
C8841,34,Male,132624,Smartphone,580,2024-11-27,Asia,2,Social Media
C8842,30,Female,23120,Tablet,323,2024-06-22,Asia,8,Social Media
C8843,41,Male,56601,Laptop,1131,2024-06-09,Europe,2,Social Media
C8844,65,Female,24494,Laptop,987,2024-07-09,North America,7,In-Store Promotion
C8845,19,Male,78849,Accessories,26,2024-12-16,North America,7,TV
C8846,42,Male,92546,Accessories,93,2025-04-16,Europe,4,Social Media
C8847,38,Female,103197,Accessories,99,2024-12-16,North America,5,Online Ads
C8848,27,Male,81983,Smartphone,781,2025-02-05,Europe,1,TV
C8849,29,Female,108931,Laptop,1766,2024-12-07,North America,6,TV
C8850,19,Female,111935,Laptop,1228,2024-12-22,Asia,8,Social Media
C8851,23,Female,108289,Accessories,27,2024-11-23,North America,3,Online Ads
C8852,24,Male,92007,Smartphone,722,2024-08-20,North America,8,In-Store Promotion
C8853,65,Female,69519,Laptop,1972,2024-09-12,South America,3,TV
C8854,43,Male,95431,Accessories,80,2024-07-04,South America,7,In-Store Promotion
C8855,41,Male,144757,Laptop,1527,2024-12-06,North America,8,In-Store Promotion
C8856,27,Female,103611,Smartphone,943,2024-06-04,Asia,10,Social Media
C8857,53,Male,40560,Laptop,845,2025-01-22,Europe,2,TV
C8858,31,Male,88673,Smartphone,650,2025-01-08,North America,4,Social Media
C8859,18,Male,27419,Laptop,1649,2024-07-30,South America,2,TV
C8860,62,Male,89658,Accessories,40,2024-10-15,Asia,1,Social Media
C8861,41,Male,56549,Accessories,15,2025-02-07,South America,3,In-Store Promotion
C8862,65,Female,33226,Smartphone,570,2024-12-10,Europe,10,TV
C8863,34,Male,72502,Laptop,840,2024-08-15,North America,6,Online Ads
C8864,18,Female,41384,Smartphone,711,2025-04-22,Asia,8,Online Ads
C8865,45,Male,79738,Smartphone,685,2025-04-13,North America,8,Online Ads
C8866,44,Female,120114,Laptop,1847,2024-08-08,Europe,5,TV
C8867,52,Female,82588,Tablet,373,2025-01-18,North America,9,TV
C8868,44,Female,125521,Smartphone,586,2024-11-23,Asia,3,TV
C8869,60,Male,55751,Accessories,94,2024-12-06,South America,1,Social Media
C8870,59,Male,119220,Laptop,1674,2024-06-23,Asia,8,Social Media
C8871,49,Male,73893,Smartphone,535,2025-02-06,Europe,4,Online Ads
C8872,53,Male,29942,Smartphone,922,2024-11-13,South America,5,Social Media
C8873,36,Male,80701,Laptop,1543,2024-08-20,North America,3,In-Store Promotion
C8874,35,Male,90522,Accessories,25,2025-04-29,North America,4,In-Store Promotion
C8875,50,Male,121596,Laptop,1130,2024-11-18,North America,10,Online Ads
C8876,65,Male,59960,Smartphone,1049,2024-09-15,Asia,3,Social Media
C8877,33,Female,57567,Accessories,92,2024-06-04,South America,5,Online Ads
C8878,43,Female,114383,Accessories,16,2024-09-13,North America,9,In-Store Promotion
C8879,65,Female,137731,Accessories,14,2025-04-19,Europe,1,TV
C8880,43,Male,33614,Smartphone,698,2024-12-18,South America,1,Online Ads
C8881,47,Male,61328,Smartphone,676,2025-04-17,South America,5,TV
C8882,32,Male,124134,Tablet,550,2025-02-13,Europe,1,TV
C8883,21,Female,45674,Smartphone,835,2024-06-13,Asia,7,TV
C8884,49,Female,67254,Laptop,1296,2025-01-06,Europe,9,TV
C8885,52,Female,54601,Tablet,474,2024-11-09,South America,6,TV
C8886,50,Female,100758,Accessories,17,2024-11-21,Asia,4,Online Ads
C8887,34,Male,102537,Smartphone,646,2025-01-30,South America,6,Online Ads
C8888,55,Female,136854,Smartphone,1089,2024-06-16,Europe,10,Social Media
C8889,61,Male,44989,Tablet,451,2025-05-03,Asia,4,Online Ads
C8890,38,Male,101142,Accessories,55,2025-01-14,North America,10,Social Media
C8891,50,Female,81011,Laptop,804,2025-03-07,Europe,3,Social Media
C8892,28,Male,104269,Laptop,1936,2025-04-10,Europe,10,TV
C8893,46,Female,114200,Laptop,1624,2024-07-22,Europe,8,Social Media
C8894,64,Male,84416,Smartphone,760,2024-08-17,Asia,5,TV
C8895,54,Female,27797,Laptop,1773,2024-08-12,North America,4,In-Store Promotion
C8896,65,Male,82409,Laptop,1702,2024-09-11,Europe,10,Online Ads
C8897,55,Female,42900,Tablet,270,2024-11-11,North America,5,Online Ads
C8898,46,Female,93151,Smartphone,1009,2024-09-03,Europe,5,Social Media
C8899,27,Female,116923,Accessories,91,2024-09-24,North America,8,In-Store Promotion
C8900,38,Male,89713,Laptop,1036,2024-06-11,South America,8,TV
C8901,48,Male,45770,Tablet,499,2024-07-30,Europe,10,In-Store Promotion
C8902,32,Female,61998,Accessories,17,2024-09-23,South America,10,TV
C8903,63,Female,54379,Smartphone,709,2024-06-16,North America,10,Online Ads
C8904,19,Female,83693,Laptop,1123,2024-08-10,Asia,2,In-Store Promotion
C8905,63,Male,31396,Smartphone,929,2025-03-25,Asia,1,TV
C8906,40,Female,127845,Tablet,569,2024-11-21,North America,3,Social Media
C8907,61,Female,123800,Accessories,54,2024-08-20,Europe,3,Social Media
C8908,46,Female,101286,Laptop,1157,2025-03-28,Europe,8,TV
C8909,42,Female,107248,Smartphone,562,2024-12-25,North America,10,TV
C8910,26,Female,94205,Tablet,210,2024-07-12,Europe,9,Online Ads
C8911,34,Male,147553,Laptop,1030,2024-05-29,Europe,9,Social Media
C8912,28,Female,62542,Tablet,474,2024-09-02,Asia,7,TV
C8913,60,Male,58765,Laptop,1448,2025-05-07,North America,9,In-Store Promotion
C8914,19,Male,142646,Laptop,1269,2024-08-28,Europe,5,In-Store Promotion
C8915,33,Female,99792,Accessories,48,2024-11-10,North America,10,In-Store Promotion
C8916,30,Male,56217,Tablet,317,2024-11-05,North America,1,Online Ads
C8917,55,Male,137193,Accessories,99,2025-05-03,Europe,2,TV
C8918,27,Female,82091,Accessories,23,2024-08-17,South America,4,Social Media
C8919,37,Female,124217,Laptop,854,2024-08-16,Asia,6,Social Media
C8920,40,Male,120221,Smartphone,783,2025-01-22,Asia,2,In-Store Promotion
C8921,56,Male,90759,Laptop,1273,2024-06-18,Asia,3,Social Media
C8922,61,Male,87740,Laptop,1249,2025-03-01,North America,2,In-Store Promotion
C8923,58,Female,68261,Laptop,1418,2025-04-28,South America,2,TV
C8924,42,Female,128718,Tablet,312,2025-04-01,Europe,1,Social Media
C8925,56,Male,99137,Accessories,16,2024-09-15,South America,4,Social Media
C8926,63,Female,52851,Tablet,233,2025-01-04,Asia,7,Online Ads
C8927,28,Female,79108,Accessories,42,2025-03-09,Asia,6,In-Store Promotion
C8928,34,Male,90328,Smartphone,623,2024-06-02,Asia,6,Social Media
C8929,35,Female,44650,Laptop,1200,2024-09-18,South America,8,In-Store Promotion
C8930,41,Female,56609,Tablet,298,2025-03-16,Europe,10,In-Store Promotion
C8931,39,Female,69454,Accessories,81,2025-02-19,South America,2,Online Ads
C8932,27,Female,102848,Laptop,1983,2024-11-05,North America,9,TV
C8933,42,Female,85399,Accessories,99,2024-08-25,South America,6,TV
C8934,49,Male,105463,Laptop,1837,2024-11-21,Asia,9,TV
C8935,44,Female,103339,Tablet,549,2024-08-02,Europe,10,TV
C8936,40,Male,54159,Laptop,1027,2024-07-03,North America,3,Social Media
C8937,22,Female,126033,Accessories,95,2025-02-28,Asia,8,In-Store Promotion
C8938,59,Female,85013,Tablet,240,2024-06-30,South America,2,TV
C8939,49,Female,126868,Accessories,12,2024-12-18,Europe,3,TV
C8940,57,Female,55727,Laptop,1137,2025-02-16,South America,10,TV
C8941,30,Female,97560,Smartphone,939,2024-10-07,North America,10,Social Media
C8942,22,Female,104742,Tablet,558,2025-04-14,South America,6,Social Media
C8943,53,Female,61483,Smartphone,796,2024-06-21,South America,6,Online Ads
C8944,19,Male,103371,Tablet,229,2025-02-23,North America,1,Online Ads
C8945,42,Female,123360,Accessories,44,2024-10-03,South America,10,In-Store Promotion
C8946,19,Male,66388,Tablet,595,2024-05-24,North America,6,Social Media
C8947,45,Female,55064,Accessories,54,2025-04-13,Europe,1,Online Ads
C8948,54,Female,66294,Tablet,397,2025-01-16,Europe,3,Online Ads
C8949,46,Female,95460,Tablet,254,2025-02-12,Asia,5,Social Media
C8950,59,Male,28048,Smartphone,774,2025-03-11,Europe,2,In-Store Promotion
C8951,63,Female,102554,Accessories,22,2024-11-05,North America,5,In-Store Promotion
C8952,36,Male,133262,Tablet,471,2024-09-13,South America,10,Social Media
C8953,60,Male,46586,Laptop,1933,2025-03-09,Europe,5,In-Store Promotion
C8954,44,Female,147654,Accessories,37,2025-05-05,North America,7,Online Ads
C8955,19,Male,118540,Tablet,386,2024-07-28,Asia,7,Social Media
C8956,50,Male,39802,Laptop,888,2025-02-20,South America,7,Social Media
C8957,49,Female,135989,Tablet,326,2025-03-17,South America,10,Social Media
C8958,19,Male,91422,Accessories,22,2024-09-27,Asia,8,Social Media
C8959,60,Female,60407,Smartphone,754,2025-04-24,South America,9,Social Media
C8960,20,Female,91335,Tablet,370,2024-10-29,North America,7,Online Ads
C8961,58,Male,140738,Accessories,15,2024-12-17,South America,2,Online Ads
C8962,59,Female,66716,Accessories,47,2024-12-06,North America,6,Social Media
C8963,46,Female,37358,Laptop,1380,2024-06-21,North America,5,Social Media
C8964,22,Male,90296,Accessories,95,2025-03-23,South America,8,Online Ads
C8965,55,Male,95972,Laptop,935,2024-11-16,Asia,2,Online Ads
C8966,52,Male,70715,Laptop,1266,2024-12-13,Asia,5,Online Ads
C8967,39,Male,79422,Laptop,1374,2024-12-08,Asia,7,TV
C8968,41,Female,34882,Tablet,355,2024-08-19,Europe,3,Online Ads
C8969,39,Male,133220,Tablet,443,2025-05-05,Europe,5,In-Store Promotion
C8970,49,Male,137454,Laptop,1005,2024-08-14,South America,4,Online Ads
C8971,22,Female,70617,Smartphone,690,2024-07-06,South America,1,In-Store Promotion
C8972,37,Male,38137,Tablet,275,2024-06-30,Asia,10,In-Store Promotion
C8973,41,Male,122059,Smartphone,648,2024-06-11,Europe,6,Online Ads
C8974,33,Female,113562,Laptop,1877,2025-02-19,Europe,7,Social Media
C8975,57,Female,64727,Tablet,308,2024-10-20,North America,10,Social Media
C8976,45,Male,63950,Accessories,16,2024-08-30,South America,9,Social Media
C8977,22,Female,100751,Accessories,86,2025-05-10,Asia,9,TV
C8978,23,Male,120510,Laptop,1062,2024-08-25,Europe,2,Online Ads
C8979,32,Male,110611,Tablet,560,2024-08-19,South America,7,TV
C8980,56,Male,66715,Smartphone,978,2024-09-22,South America,5,Social Media
C8981,47,Female,115374,Smartphone,771,2024-06-18,South America,2,TV
C8982,61,Female,77726,Accessories,76,2024-07-09,Asia,8,TV
C8983,65,Male,76989,Laptop,1635,2024-07-10,North America,3,Social Media
C8984,26,Female,137412,Tablet,443,2025-03-28,Europe,7,TV
C8985,65,Male,80041,Laptop,1499,2025-01-15,Europe,9,In-Store Promotion
C8986,33,Male,22738,Smartphone,1042,2024-09-19,Europe,9,Social Media
C8987,38,Female,141060,Laptop,1275,2024-06-19,South America,7,In-Store Promotion
C8988,51,Female,127065,Smartphone,1187,2025-03-30,Europe,3,In-Store Promotion
C8989,20,Female,110265,Smartphone,582,2024-12-04,South America,1,Social Media
C8990,20,Female,118624,Laptop,1116,2024-08-21,South America,2,TV
C8991,51,Female,123316,Smartphone,557,2025-04-05,Asia,10,TV
C8992,33,Female,61417,Laptop,1318,2025-05-08,North America,9,Social Media
C8993,59,Female,23148,Laptop,898,2024-07-10,South America,6,Social Media
C8994,63,Female,90862,Accessories,38,2024-11-17,North America,4,In-Store Promotion
C8995,45,Female,104420,Laptop,1467,2025-02-23,North America,1,TV
C8996,52,Female,135811,Accessories,90,2024-11-07,North America,3,TV
C8997,55,Male,51392,Smartphone,965,2024-07-06,South America,2,Online Ads
C8998,51,Male,107383,Tablet,241,2024-11-29,North America,9,Online Ads
C8999,58,Female,70441,Tablet,429,2024-11-09,Asia,6,In-Store Promotion
C9000,28,Female,65011,Laptop,1485,2024-06-05,North America,9,Online Ads
C9001,52,Female,126272,Smartphone,602,2025-02-26,Europe,3,Online Ads
C9002,20,Male,21913,Accessories,47,2024-09-22,North America,10,Online Ads
C9003,21,Female,70095,Tablet,201,2024-11-12,South America,6,Online Ads
C9004,62,Male,37398,Accessories,93,2025-02-23,Europe,4,In-Store Promotion
C9005,59,Male,50094,Tablet,305,2025-01-22,South America,2,In-Store Promotion
C9006,54,Female,86958,Tablet,422,2024-07-06,Asia,1,TV
C9007,63,Male,83063,Smartphone,665,2024-08-07,North America,5,Social Media
C9008,53,Male,26508,Accessories,60,2024-06-21,North America,1,Social Media
C9009,19,Male,146724,Laptop,1721,2025-03-25,Europe,1,Online Ads
C9010,24,Female,98878,Smartphone,624,2025-01-31,Europe,7,Online Ads
C9011,51,Male,95584,Accessories,90,2024-11-03,Europe,6,Social Media
C9012,27,Female,53503,Smartphone,661,2024-11-26,Asia,9,TV
C9013,24,Female,124565,Tablet,591,2024-10-24,Asia,1,In-Store Promotion
C9014,23,Male,76235,Laptop,1132,2024-11-26,South America,2,In-Store Promotion
C9015,55,Male,119156,Tablet,440,2024-11-30,North America,8,In-Store Promotion
C9016,47,Female,125091,Laptop,1783,2025-04-16,South America,3,Online Ads
C9017,61,Male,27360,Tablet,521,2024-08-25,Europe,9,In-Store Promotion
C9018,60,Male,74767,Tablet,308,2025-01-20,Asia,5,In-Store Promotion
C9019,44,Female,105680,Tablet,251,2024-07-19,Europe,10,Online Ads
C9020,59,Male,54593,Laptop,1119,2024-11-29,Asia,8,Online Ads
C9021,38,Male,94414,Tablet,525,2024-09-01,South America,10,Social Media
C9022,58,Male,29360,Smartphone,793,2024-09-25,South America,3,In-Store Promotion
C9023,56,Male,43618,Tablet,525,2024-05-30,Europe,5,Social Media
C9024,21,Male,146617,Tablet,254,2025-02-07,North America,2,In-Store Promotion
C9025,54,Female,49460,Smartphone,663,2024-07-22,Europe,6,TV
C9026,47,Female,38674,Accessories,26,2024-12-24,Asia,1,TV
C9027,45,Male,125689,Laptop,1185,2025-03-12,Europe,3,Social Media
C9028,64,Male,102020,Accessories,22,2025-03-15,South America,10,TV
C9029,44,Male,41773,Smartphone,1132,2024-09-07,South America,7,In-Store Promotion
C9030,61,Female,29098,Accessories,91,2024-12-03,Europe,10,TV
C9031,62,Male,123291,Tablet,335,2025-05-13,North America,1,Social Media
C9032,62,Male,96155,Accessories,19,2024-10-02,North America,4,Online Ads
C9033,43,Female,38427,Tablet,479,2024-12-30,Europe,1,Online Ads
C9034,21,Female,42728,Smartphone,1189,2024-06-11,Asia,2,Online Ads
C9035,40,Female,107087,Accessories,45,2025-04-16,Europe,1,Social Media
C9036,63,Female,95359,Accessories,20,2024-07-14,South America,4,TV
C9037,39,Male,138928,Smartphone,970,2025-05-12,South America,8,TV
C9038,31,Male,49082,Tablet,344,2025-03-24,South America,1,TV
C9039,57,Female,116108,Tablet,321,2024-06-16,Asia,8,TV
C9040,41,Female,142342,Accessories,48,2025-01-16,North America,2,Social Media
C9041,46,Male,61497,Smartphone,556,2025-01-14,South America,9,TV
C9042,64,Male,103756,Accessories,16,2024-08-05,Europe,2,Online Ads
C9043,26,Female,24953,Smartphone,878,2025-03-18,Europe,10,Social Media
C9044,54,Female,34923,Smartphone,624,2024-06-22,South America,8,Online Ads
C9045,64,Male,26042,Accessories,39,2024-11-01,South America,4,TV
C9046,50,Female,114816,Laptop,1593,2024-12-01,North America,6,Online Ads
C9047,60,Male,115693,Tablet,332,2024-09-05,Europe,7,Social Media
C9048,27,Male,143962,Tablet,506,2024-12-28,North America,3,TV
C9049,24,Female,130348,Smartphone,581,2024-10-31,Europe,10,TV
C9050,28,Male,85206,Tablet,442,2024-08-05,South America,8,In-Store Promotion
C9051,47,Male,120372,Smartphone,709,2025-05-16,South America,4,Online Ads
C9052,40,Male,62176,Smartphone,569,2025-02-21,North America,5,TV
C9053,58,Female,54801,Smartphone,762,2024-06-30,Europe,5,In-Store Promotion
C9054,40,Female,46144,Tablet,223,2024-11-11,South America,4,Social Media
C9055,35,Male,72754,Tablet,271,2024-11-02,Europe,4,Social Media
C9056,47,Female,109808,Laptop,1507,2024-06-30,Europe,1,In-Store Promotion
C9057,47,Male,115921,Smartphone,708,2025-02-19,Asia,1,In-Store Promotion
C9058,19,Male,53940,Tablet,353,2024-09-03,Europe,2,Social Media
C9059,36,Male,67825,Laptop,1779,2025-01-08,South America,9,Online Ads
C9060,62,Female,81325,Laptop,837,2024-09-27,Asia,6,Online Ads
C9061,65,Female,63635,Smartphone,661,2025-05-02,South America,10,In-Store Promotion
C9062,32,Female,73145,Accessories,23,2024-06-07,Asia,7,In-Store Promotion
C9063,23,Female,57215,Tablet,282,2024-06-11,South America,3,Online Ads
C9064,24,Male,138334,Laptop,1016,2025-01-30,North America,8,Online Ads
C9065,23,Female,114312,Laptop,1960,2024-06-17,North America,4,TV
C9066,62,Male,128504,Accessories,94,2025-01-06,South America,5,Online Ads
C9067,37,Female,137214,Accessories,99,2024-10-07,South America,9,Social Media
C9068,39,Female,46224,Smartphone,564,2025-05-14,Asia,9,Social Media
C9069,29,Female,135113,Tablet,373,2025-03-28,South America,1,Online Ads
C9070,63,Female,118681,Accessories,47,2025-04-17,South America,8,Social Media
C9071,47,Female,138590,Accessories,12,2025-05-22,Asia,9,TV
C9072,43,Male,88539,Tablet,218,2024-07-29,Asia,2,Social Media
C9073,37,Female,148910,Smartphone,592,2025-02-04,Asia,3,In-Store Promotion
C9074,42,Female,66868,Accessories,29,2024-08-28,South America,2,Online Ads
C9075,47,Female,35081,Smartphone,1121,2024-08-31,South America,1,In-Store Promotion
C9076,34,Male,61072,Laptop,1281,2025-01-24,Asia,3,TV
C9077,56,Male,47361,Smartphone,525,2025-05-16,Europe,2,Social Media
C9078,64,Female,37448,Tablet,349,2025-04-27,Asia,4,Online Ads
C9079,37,Female,53473,Smartphone,600,2024-09-11,Europe,5,Online Ads
C9080,33,Male,91555,Smartphone,1056,2024-06-16,Asia,7,TV
C9081,47,Male,120654,Accessories,35,2024-10-25,South America,10,Online Ads
C9082,22,Female,72820,Laptop,1993,2024-12-03,Asia,1,Social Media
C9083,34,Male,36024,Smartphone,527,2024-08-27,North America,10,Online Ads
C9084,37,Female,54943,Accessories,38,2024-11-08,Asia,1,TV
C9085,50,Male,102165,Tablet,487,2024-07-02,North America,10,Social Media
C9086,57,Female,144755,Tablet,228,2025-05-13,Europe,7,TV
C9087,46,Female,102014,Smartphone,858,2025-04-20,Europe,7,Social Media
C9088,64,Female,62351,Smartphone,709,2024-08-24,South America,5,In-Store Promotion
C9089,43,Female,147776,Smartphone,699,2025-04-14,Asia,4,TV
C9090,37,Male,103891,Accessories,44,2025-02-25,Asia,8,Social Media
C9091,44,Male,29701,Tablet,319,2024-08-31,Asia,10,Online Ads
C9092,46,Female,77715,Laptop,1792,2025-01-31,Asia,7,In-Store Promotion
C9093,18,Female,45043,Tablet,259,2024-11-09,Europe,6,In-Store Promotion
C9094,50,Male,29419,Smartphone,1171,2024-12-21,South America,1,Online Ads
C9095,61,Female,54021,Laptop,1136,2025-03-03,Asia,10,TV
C9096,49,Female,53808,Accessories,22,2024-10-05,South America,9,Social Media
C9097,60,Male,31775,Tablet,257,2024-06-25,Europe,7,Social Media
C9098,19,Male,34826,Tablet,338,2025-04-24,Asia,10,TV
C9099,65,Female,112479,Smartphone,892,2025-02-27,Asia,2,Online Ads
C9100,19,Male,101866,Laptop,968,2025-03-06,North America,4,In-Store Promotion
C9101,23,Male,78778,Accessories,94,2024-08-31,South America,8,Social Media
C9102,54,Female,24059,Smartphone,717,2024-08-22,North America,2,Online Ads
C9103,56,Female,47998,Smartphone,1199,2025-03-09,Asia,5,TV
C9104,27,Male,83667,Smartphone,906,2025-04-18,South America,2,Online Ads
C9105,55,Male,59268,Laptop,846,2025-05-06,Europe,7,Online Ads
C9106,61,Male,115107,Tablet,323,2025-04-07,South America,2,Social Media
C9107,44,Male,84311,Smartphone,777,2024-06-26,North America,2,Online Ads
C9108,30,Female,103564,Smartphone,502,2024-12-08,Europe,1,In-Store Promotion
C9109,50,Female,121949,Accessories,31,2025-04-28,Europe,9,In-Store Promotion
C9110,43,Male,33004,Laptop,855,2024-10-27,Asia,4,Online Ads
C9111,36,Female,115866,Smartphone,1173,2025-04-14,South America,4,Online Ads
C9112,23,Female,87333,Accessories,84,2025-01-06,North America,3,TV
C9113,39,Male,141639,Smartphone,1049,2024-12-27,South America,7,Social Media
C9114,24,Male,134545,Laptop,1506,2024-08-16,North America,2,In-Store Promotion
C9115,31,Female,102180,Tablet,392,2025-04-05,Europe,10,Online Ads
C9116,29,Female,70011,Accessories,12,2025-01-04,South America,7,Online Ads
C9117,56,Female,49792,Accessories,91,2025-02-25,Europe,7,In-Store Promotion
C9118,28,Female,32148,Accessories,14,2024-06-05,North America,8,In-Store Promotion
C9119,38,Female,93569,Tablet,394,2025-02-21,South America,9,Social Media
C9120,64,Female,45344,Tablet,296,2024-08-23,Asia,10,Online Ads
C9121,56,Male,28425,Tablet,389,2024-11-18,North America,3,TV
C9122,61,Male,61311,Accessories,54,2025-05-18,South America,7,TV
C9123,40,Female,55079,Laptop,1481,2024-09-14,South America,9,TV
C9124,45,Female,36400,Smartphone,804,2024-10-21,North America,4,Social Media
C9125,28,Female,101304,Laptop,1268,2024-08-01,South America,9,TV
C9126,23,Male,54455,Tablet,445,2024-09-26,South America,3,Online Ads
C9127,27,Male,81153,Laptop,971,2024-07-17,North America,5,Social Media
C9128,42,Male,39545,Tablet,449,2024-07-17,Europe,1,TV
C9129,31,Male,127344,Accessories,39,2025-02-17,Asia,2,Online Ads
C9130,53,Male,84272,Tablet,375,2024-10-26,North America,4,In-Store Promotion
C9131,46,Male,40880,Accessories,74,2024-07-02,North America,9,Social Media
C9132,41,Male,143300,Smartphone,703,2024-11-03,South America,1,Social Media
C9133,30,Male,43507,Tablet,381,2024-12-04,Asia,4,In-Store Promotion
C9134,41,Female,26070,Smartphone,939,2025-05-18,South America,4,In-Store Promotion
C9135,55,Male,62210,Laptop,1742,2024-12-20,South America,1,Online Ads
C9136,60,Female,21403,Accessories,97,2024-05-25,Asia,10,TV
C9137,29,Female,124008,Tablet,209,2024-09-17,Europe,1,TV
C9138,27,Male,73635,Accessories,16,2024-07-03,South America,4,Online Ads
C9139,45,Female,76591,Laptop,903,2024-07-06,North America,1,Social Media
C9140,32,Male,85601,Laptop,1048,2025-01-25,Asia,9,In-Store Promotion
C9141,62,Female,139143,Smartphone,865,2025-03-21,Europe,8,Online Ads
C9142,58,Male,74009,Accessories,85,2024-08-07,Asia,2,TV
C9143,25,Male,71690,Tablet,263,2025-05-22,North America,5,Social Media
C9144,50,Male,77659,Tablet,532,2025-05-13,North America,4,TV
C9145,44,Male,123908,Laptop,1950,2024-09-01,South America,3,Online Ads
C9146,22,Male,46820,Laptop,1823,2025-02-10,North America,9,Online Ads
C9147,42,Female,98838,Accessories,56,2024-07-14,Asia,6,Online Ads
C9148,37,Male,29213,Accessories,82,2024-09-26,North America,2,Online Ads
C9149,59,Female,94603,Tablet,317,2025-03-22,Europe,9,Online Ads
C9150,28,Female,70325,Accessories,86,2025-03-18,Europe,5,Social Media
C9151,52,Female,106111,Accessories,61,2024-12-04,Asia,2,Online Ads
C9152,51,Female,122381,Tablet,380,2024-09-11,Europe,6,Social Media
C9153,55,Male,80449,Accessories,56,2024-09-01,North America,7,TV
C9154,18,Female,130441,Smartphone,742,2025-01-24,South America,6,In-Store Promotion
C9155,22,Female,123465,Laptop,983,2024-07-15,Asia,8,TV
C9156,46,Female,106596,Tablet,202,2024-10-06,South America,4,Online Ads
C9157,25,Male,76869,Accessories,52,2025-05-10,South America,6,TV
C9158,50,Male,144245,Accessories,61,2024-11-11,Europe,4,Social Media
C9159,44,Female,73553,Accessories,92,2025-05-04,Asia,1,TV
C9160,38,Female,132044,Smartphone,1049,2024-06-12,Asia,10,In-Store Promotion
C9161,27,Female,95513,Tablet,416,2025-02-26,North America,8,In-Store Promotion
C9162,42,Male,54255,Tablet,341,2025-01-17,Europe,9,In-Store Promotion
C9163,25,Male,88851,Laptop,1949,2025-04-27,Asia,4,Social Media
