transactionId,dateOfTransaction,accountId,transactionAmount,transactionType,location,accountBalanceAfter,customerSegment,fraudFlag
T9242,2024-11-14,A2051,230,Withdrawal,London,96378,Retail,false
T9243,2025-01-07,A7872,1936,Deposit,London,83754,Retail,false
T9244,2024-12-31,A4488,3356,Transfer,Sydney,-965,Retail,false
T9245,2025-01-01,A8929,3591,Transfer,New York,40425,SME,false
T9246,2024-06-23,A4282,2659,Deposit,Tokyo,67193,SME,false
T9247,2025-05-01,A2809,906,Withdrawal,London,79637,Retail,false
T9248,2024-10-08,A1687,7634,Transfer,Tokyo,34548,Corporate,true
T9249,2025-04-04,A1553,2317,Withdrawal,Tokyo,93771,Retail,false
T9250,2025-04-12,A3812,3112,Transfer,Tokyo,70985,Corporate,false
T9251,2024-09-01,A3685,1392,Deposit,London,80184,SME,false
T9252,2024-06-09,A2045,2726,Transfer,New York,86508,Retail,false
T9253,2024-11-29,A2454,4584,Deposit,Sydney,99343,Retail,false
T9254,2025-01-14,A5447,4418,Deposit,Sydney,66004,Corporate,false
T9255,2024-12-06,A3878,2276,Transfer,Sydney,33612,SME,false
T9256,2025-03-03,A1802,4727,Withdrawal,London,93697,Retail,false
T9257,2024-11-30,A2489,4274,Transfer,Tokyo,79762,Corporate,false
T9258,2024-11-15,A4174,2883,Deposit,Sydney,65048,SME,false
T9259,2025-05-12,A4571,2439,Deposit,Tokyo,60761,Retail,false
T9260,2024-08-19,A1337,2476,Withdrawal,New York,92598,Retail,false
T9261,2025-04-14,A1187,486,Withdrawal,New York,45401,Retail,false
T9262,2024-08-09,A4725,4985,Deposit,New York,83316,SME,false
T9263,2025-05-22,A1338,2954,Withdrawal,Tokyo,9486,Retail,false
T9264,2025-05-03,A2315,2747,Deposit,Sydney,27713,Retail,false
T9265,2024-10-23,A1705,3823,Deposit,Tokyo,55252,Retail,false
T9266,2025-01-13,A2834,3488,Transfer,Sydney,40661,Retail,false
T9267,2024-11-25,A5118,247,Withdrawal,Tokyo,24332,Corporate,false
T9268,2024-10-31,A4880,2094,Transfer,Sydney,7556,Corporate,false
T9269,2025-01-09,A7514,2443,Transfer,Sydney,38844,Corporate,false
T9270,2025-05-08,A7117,4464,Deposit,Tokyo,11279,SME,false
T9271,2025-01-03,A3192,521,Transfer,Sydney,15533,SME,false
T9272,2025-03-01,A8504,505,Deposit,New York,10704,Retail,false
T9273,2024-09-15,A8184,4558,Transfer,London,5130,SME,false
T9274,2024-06-28,A1492,1040,Withdrawal,Sydney,83378,Corporate,false
T9275,2025-01-23,A9598,2588,Deposit,New York,88352,SME,false
T9276,2025-05-08,A1071,3044,Transfer,New York,2639,SME,false
T9277,2024-11-25,A2009,2697,Deposit,Sydney,8192,SME,false
T9278,2024-10-29,A1756,4428,Deposit,New York,67681,Corporate,false
T9279,2024-10-03,A1977,3117,Transfer,London,66763,SME,false
T9280,2025-03-14,A3261,1934,Transfer,London,35739,Retail,false
T9281,2025-04-26,A6717,1965,Transfer,Sydney,86035,Corporate,false
T9282,2025-03-25,A8934,4463,Transfer,New York,3611,Corporate,false
T9283,2025-01-25,A5356,759,Deposit,Tokyo,18228,Corporate,false
T9284,2025-01-11,A1691,799,Deposit,New York,5449,Retail,false
T9285,2025-03-04,A2433,4974,Withdrawal,London,59776,Retail,false
T9286,2024-12-21,A2432,3923,Deposit,New York,56043,Corporate,false
T9287,2024-06-11,A1916,3616,Transfer,Sydney,92682,Corporate,false
T9288,2025-02-10,A1458,4052,Withdrawal,Sydney,93700,Retail,false
T9289,2024-08-21,A5579,4880,Withdrawal,Tokyo,76299,Retail,false
T9290,2025-05-17,A5432,2259,Withdrawal,Tokyo,816,Corporate,false
T9291,2025-05-19,A3984,4420,Withdrawal,Tokyo,91882,Retail,false
T9292,2024-07-20,A2967,3171,Withdrawal,Tokyo,62344,Corporate,false
T9293,2025-05-23,A5603,2687,Transfer,Tokyo,65900,SME,false
T9294,2025-03-09,A7333,2278,Transfer,Tokyo,24597,Corporate,false
T9295,2024-06-17,A4436,318,Deposit,Sydney,23280,Corporate,false
T9296,2024-09-15,A6118,2963,Deposit,Tokyo,44901,Corporate,false
T9297,2025-01-04,A7184,3238,Transfer,Tokyo,42371,SME,false
T9298,2024-08-05,A6981,4507,Withdrawal,Sydney,14339,Retail,false
T9299,2024-09-21,A6989,3753,Withdrawal,Tokyo,41110,Corporate,false
T9300,2025-04-21,A5906,817,Transfer,London,48807,Corporate,false
T9301,2025-02-19,A1829,4035,Transfer,New York,75141,Corporate,false
T9302,2024-07-26,A7790,3646,Withdrawal,Tokyo,16288,SME,false
T9303,2024-11-28,A5645,4121,Deposit,London,12905,SME,false
T9304,2024-12-11,A5247,4992,Deposit,Tokyo,86375,SME,false
T9305,2024-06-21,A4568,3813,Transfer,New York,25012,SME,false
T9306,2024-12-30,A7888,2914,Withdrawal,Tokyo,43459,SME,false
T9307,2024-12-22,A1491,1389,Transfer,Sydney,18864,Retail,false
T9308,2024-08-06,A4433,1991,Deposit,New York,88815,Retail,false
T9309,2025-02-17,A3760,3506,Withdrawal,New York,74510,SME,false
T9310,2025-03-18,A6935,1043,Transfer,Tokyo,64374,SME,false
T9311,2024-12-20,A8768,278,Deposit,Tokyo,69292,SME,false
T9312,2025-04-29,A9358,3586,Deposit,London,65248,Retail,false
T9313,2024-07-04,A8300,3894,Withdrawal,Tokyo,57304,SME,false
T9314,2025-02-11,A5128,556,Transfer,Tokyo,73658,Retail,false
T9315,2025-05-11,A5810,3606,Deposit,Tokyo,102960,Retail,false
T9316,2024-08-02,A4037,2293,Deposit,London,45123,SME,false
T9317,2024-12-08,A8015,4631,Withdrawal,Sydney,79719,SME,false
T9318,2025-05-01,A5450,4977,Deposit,New York,89594,SME,false
T9319,2025-03-07,A5567,854,Withdrawal,Sydney,16711,Retail,false
T9320,2025-04-05,A9633,4196,Deposit,New York,29691,SME,false
T9321,2024-10-24,A8460,3722,Deposit,New York,7274,Retail,false
T9322,2024-11-27,A3550,1830,Deposit,London,15922,Corporate,false
T9323,2025-03-21,A7291,4684,Withdrawal,Sydney,78377,SME,false
T9324,2024-09-26,A1708,2586,Deposit,London,20773,Corporate,false
T9325,2024-06-30,A1149,4669,Withdrawal,New York,86230,Corporate,false
T9326,2024-07-15,A8797,4266,Transfer,Tokyo,57979,SME,false
T9327,2024-08-20,A9424,3582,Transfer,New York,78348,SME,false
T9328,2024-05-29,A1712,1729,Transfer,Sydney,66582,Corporate,false
T9329,2025-03-31,A6836,3591,Withdrawal,Tokyo,91552,SME,false
T9330,2025-04-04,A4479,4004,Deposit,Sydney,9008,SME,false
T9331,2025-01-05,A7790,3385,Withdrawal,London,19005,SME,false
T9332,2024-07-18,A3236,4732,Transfer,Tokyo,-3100,Corporate,false
T9333,2025-04-06,A2779,4154,Deposit,Sydney,71842,Corporate,false
T9334,2024-06-21,A4549,735,Transfer,London,31537,Corporate,false
T9335,2025-02-19,A1525,475,Deposit,Tokyo,56646,Corporate,false
T9336,2024-09-18,A7408,4239,Transfer,Tokyo,6214,Corporate,false
T9337,2024-12-13,A1680,1175,Transfer,London,75020,SME,false
T9338,2025-03-23,A6058,4442,Deposit,New York,28197,Corporate,false
T9339,2024-09-08,A8017,2762,Withdrawal,Tokyo,95518,Retail,false
T9340,2025-01-15,A4540,3369,Deposit,London,48676,Retail,false
T9341,2024-06-08,A4401,1915,Deposit,London,19678,Corporate,false
T9342,2024-07-12,A1883,2972,Transfer,Sydney,61958,Corporate,false
T9343,2025-04-26,A7060,3857,Transfer,Sydney,19363,Retail,false
T9344,2025-03-16,A8562,460,Deposit,Sydney,16581,SME,false
T9345,2024-12-09,A6624,962,Transfer,New York,98162,Corporate,false
T9346,2025-01-30,A5873,2551,Transfer,London,86413,Corporate,false
T9347,2024-10-19,A9582,419,Deposit,New York,75772,SME,false
T9348,2024-07-21,A3510,132,Deposit,Tokyo,66296,Retail,false
T9349,2025-01-04,A2399,2678,Transfer,Sydney,46304,Corporate,false
T9350,2024-07-16,A9473,2126,Transfer,Sydney,89942,SME,false
T9351,2025-04-11,A1526,1536,Transfer,Sydney,4931,Retail,false
T9352,2025-01-19,A9623,956,Transfer,Sydney,45094,Corporate,false
T9353,2024-08-09,A9065,3213,Transfer,Sydney,3255,Corporate,false
T9354,2025-05-24,A5805,772,Withdrawal,New York,2527,Retail,false
T9355,2024-12-20,A9731,351,Deposit,Sydney,56290,Retail,false
T9356,2024-07-10,A8547,572,Withdrawal,London,783,SME,false
T9357,2024-11-18,A1661,780,Deposit,Tokyo,12143,Corporate,false
T9358,2024-08-02,A2451,2569,Withdrawal,Tokyo,11396,Corporate,false
T9359,2025-03-16,A9740,138,Transfer,London,30023,Retail,false
T9360,2024-07-30,A7042,3932,Withdrawal,Sydney,10968,Retail,false
T9361,2024-09-04,A7364,967,Deposit,London,39671,Corporate,false
T9362,2024-05-31,A6618,1114,Withdrawal,Sydney,28433,Retail,false
T9363,2024-10-09,A4481,1127,Withdrawal,Sydney,36066,SME,false
T9364,2024-06-23,A7567,4693,Withdrawal,Tokyo,78687,SME,false
T9365,2024-11-19,A4080,4225,Transfer,Tokyo,65557,Retail,false
T9366,2024-09-16,A8459,3132,Deposit,New York,67016,SME,false
T9367,2024-11-30,A2285,1802,Withdrawal,London,26576,Corporate,false
T9368,2024-12-06,A2285,2045,Transfer,Sydney,94115,SME,false
T9369,2024-10-04,A6290,637,Withdrawal,Tokyo,56401,SME,false
T9370,2024-06-16,A4938,2760,Withdrawal,Tokyo,38528,SME,false
T9371,2025-05-10,A1590,3383,Deposit,Tokyo,12609,Retail,false
T9372,2024-07-22,A5450,4308,Withdrawal,New York,23299,Retail,false
T9373,2024-11-27,A2897,2636,Withdrawal,New York,53152,Retail,false
T9374,2024-07-14,A3242,24777,Withdrawal,London,22133,Retail,true
T9375,2025-03-19,A2446,3695,Deposit,London,46175,Retail,false
T9376,2024-12-31,A8767,344,Transfer,New York,47338,Corporate,false
T9377,2025-01-30,A4788,4190,Transfer,New York,76965,SME,false
T9378,2024-09-16,A1567,1453,Withdrawal,New York,17044,SME,false
T9379,2024-09-10,A2864,1437,Deposit,London,19743,Corporate,false
T9380,2025-03-15,A4325,956,Withdrawal,Tokyo,41837,Corporate,false
T9381,2025-01-21,A7178,3064,Transfer,Tokyo,9704,Corporate,false
T9382,2024-06-22,A7023,1560,Deposit,New York,82120,SME,false
T9383,2024-07-08,A1799,328,Withdrawal,New York,29736,SME,false
T9384,2025-03-08,A5932,2131,Transfer,Tokyo,36299,SME,false
T9385,2024-05-29,A3732,877,Withdrawal,Sydney,55380,Corporate,false
T9386,2024-06-29,A2168,360,Deposit,Tokyo,83518,Retail,false
T9387,2024-12-13,A1787,4683,Withdrawal,London,61401,Retail,false
T9388,2024-11-08,A9677,1760,Deposit,Sydney,67411,Corporate,false
T9389,2024-09-01,A1984,3612,Withdrawal,Sydney,65090,SME,false
T9390,2025-03-12,A4803,762,Transfer,New York,9148,Retail,false
T9391,2025-01-31,A1326,3864,Withdrawal,Tokyo,6971,SME,false
T9392,2025-02-26,A2452,1328,Withdrawal,Tokyo,64987,Corporate,false
T9393,2024-07-30,A8120,4833,Transfer,Tokyo,71032,Corporate,false
T9394,2025-04-15,A8174,2146,Deposit,New York,90820,Corporate,false
T9395,2025-02-22,A5132,148,Deposit,Tokyo,1311,SME,false
T9396,2024-05-30,A5522,3989,Deposit,New York,34284,Retail,false
T9397,2024-06-26,A4139,3801,Deposit,Tokyo,9221,Retail,false
T9398,2024-11-30,A4253,3415,Transfer,Sydney,176,Retail,false
T9399,2024-09-22,A3281,516,Transfer,Sydney,49152,SME,false
T9400,2024-10-23,A6432,3333,Deposit,Sydney,102487,Corporate,false
T9401,2025-05-21,A5767,1326,Transfer,Tokyo,-316,SME,false
T9402,2025-04-15,A5934,87,Withdrawal,Sydney,4631,Corporate,false
T9403,2024-11-25,A5523,1540,Transfer,Sydney,55889,Corporate,false
T9404,2024-10-08,A1033,4158,Transfer,Tokyo,41089,Corporate,false
T9405,2024-05-25,A6351,1993,Withdrawal,Sydney,82732,Retail,false
T9406,2024-11-05,A5740,3665,Transfer,London,66485,SME,false
T9407,2024-10-14,A3286,1352,Withdrawal,Tokyo,63219,Retail,false
T9408,2024-12-13,A5677,4746,Transfer,New York,53307,Retail,false
T9409,2024-10-24,A2069,1021,Withdrawal,Sydney,426,Retail,false
T9410,2024-07-19,A3917,3016,Deposit,New York,59481,Retail,false
T9411,2024-10-22,A8246,3281,Deposit,London,99310,SME,false
T9412,2025-03-27,A2795,2102,Transfer,Sydney,86741,Corporate,false
T9413,2024-06-22,A1191,2249,Transfer,Tokyo,79154,Corporate,false
T9414,2024-09-17,A7747,1191,Deposit,Tokyo,29337,Retail,false
T9415,2025-04-21,A1448,1423,Transfer,Sydney,64761,Retail,false
T9416,2024-08-18,A9861,4438,Withdrawal,Sydney,25005,Corporate,false
T9417,2025-04-27,A6783,2058,Withdrawal,Tokyo,48795,Retail,false
T9418,2025-03-02,A7177,3801,Deposit,New York,6479,Corporate,false
T9419,2024-09-23,A8783,2335,Deposit,London,57465,SME,false
T9420,2024-07-17,A8471,4830,Transfer,New York,38393,Corporate,true
T9421,2025-02-11,A6017,2768,Transfer,New York,15447,Corporate,false
T9422,2025-04-07,A9550,2627,Transfer,Tokyo,6613,Retail,false
T9423,2024-12-20,A2767,255,Transfer,New York,19102,SME,false
T9424,2025-04-20,A3022,1829,Transfer,Sydney,12441,SME,false
T9425,2025-02-08,A9763,430,Transfer,London,91712,Retail,false
T9426,2024-12-08,A5273,491,Withdrawal,London,60293,Retail,false
T9427,2024-08-20,A7324,937,Withdrawal,London,82554,SME,false
T9428,2024-09-25,A1706,1558,Deposit,Sydney,24867,Retail,false
T9429,2025-03-27,A8831,1606,Withdrawal,Tokyo,89514,SME,false
T9430,2025-01-14,A7668,2339,Withdrawal,New York,46119,SME,false
T9431,2024-09-23,A8430,4273,Withdrawal,New York,24149,Corporate,false
T9432,2025-01-14,A3549,3923,Withdrawal,London,69913,Retail,false
T9433,2025-04-22,A9742,1792,Withdrawal,London,52245,SME,false
T9434,2024-09-09,A4562,894,Deposit,New York,38756,Corporate,false
T9435,2025-02-11,A4496,1911,Transfer,Sydney,17086,Retail,false
T9436,2024-08-26,A7126,3994,Deposit,London,5587,SME,false
T9437,2024-12-23,A9054,2683,Deposit,Tokyo,8363,SME,false
T9438,2025-02-12,A6642,827,Deposit,Sydney,63229,SME,false
T9439,2024-05-30,A3730,2406,Deposit,Tokyo,51826,SME,false
T9440,2024-08-02,A3261,3002,Transfer,Tokyo,59793,Retail,false
T9441,2025-05-11,A5174,3992,Transfer,Sydney,94266,Corporate,false
T9442,2024-07-14,A5695,1086,Deposit,Sydney,79298,Retail,false
T9443,2024-07-13,A4386,2520,Withdrawal,New York,25046,Corporate,false
T9444,2024-09-10,A1696,2304,Deposit,London,99504,Retail,false
T9445,2024-12-05,A2642,375,Withdrawal,Tokyo,85480,Retail,false
T9446,2024-07-27,A9104,4259,Transfer,New York,5411,Corporate,false
T9447,2025-04-02,A8925,1523,Withdrawal,Tokyo,78094,Retail,false
T9448,2025-05-22,A3115,521,Transfer,London,80268,Retail,false
T9449,2024-12-23,A4421,512,Withdrawal,Tokyo,82165,Corporate,false
T9450,2024-12-20,A1342,566,Deposit,Tokyo,46606,SME,false
T9451,2024-09-26,A7162,1364,Withdrawal,London,49786,SME,false
T9452,2024-06-15,A4010,1764,Withdrawal,Tokyo,76630,SME,false
T9453,2025-01-24,A5241,1790,Deposit,Sydney,77363,SME,false
T9454,2024-09-19,A9814,3442,Transfer,London,61169,Corporate,false
T9455,2025-03-05,A3428,350,Deposit,Sydney,26796,Retail,false
T9456,2024-05-29,A7529,4820,Transfer,Tokyo,33980,Retail,false
T9457,2024-08-25,A5172,2274,Transfer,New York,59791,Corporate,false
T9458,2025-02-25,A5001,2863,Withdrawal,Sydney,76472,SME,false
T9459,2025-03-26,A4594,2397,Deposit,Tokyo,58585,Retail,false
T9460,2025-01-16,A5889,2353,Transfer,New York,14750,Corporate,false
T9461,2024-06-27,A1111,2397,Withdrawal,London,26532,SME,false
T9462,2024-08-11,A7137,679,Deposit,Sydney,4592,SME,false
T9463,2025-02-02,A3974,1217,Deposit,New York,9187,SME,false
T9464,2025-05-18,A8329,361,Transfer,Sydney,8947,SME,false
T9465,2024-09-01,A2451,3613,Withdrawal,New York,41525,Corporate,false
T9466,2024-05-30,A5492,4129,Withdrawal,Sydney,52906,SME,false
T9467,2024-05-25,A6923,1093,Withdrawal,Tokyo,50075,Retail,false
T9468,2025-05-04,A9678,4121,Transfer,Sydney,44923,Corporate,false
T9469,2024-11-12,A1220,3247,Transfer,London,95658,SME,false
T9470,2024-12-20,A3472,2544,Withdrawal,London,27287,SME,false
T9471,2024-10-19,A1231,3083,Withdrawal,New York,44348,Corporate,false
T9472,2024-08-14,A9965,4848,Deposit,Tokyo,58527,SME,false
T9473,2024-11-16,A5234,2541,Deposit,Tokyo,66711,Retail,false
T9474,2024-08-28,A3261,2266,Transfer,London,24297,Corporate,false
T9475,2025-02-17,A6067,2171,Transfer,London,85423,Corporate,false
T9476,2024-10-22,A8827,1100,Withdrawal,Tokyo,66116,Corporate,false
T9477,2024-12-29,A1865,1284,Deposit,New York,3193,Retail,false
T9478,2024-08-01,A5134,3510,Transfer,London,-2367,Corporate,false
T9479,2024-09-30,A9774,121,Transfer,New York,98960,Retail,false
T9480,2025-04-25,A4137,3448,Deposit,New York,58276,Corporate,false
T9481,2024-12-27,A2520,342,Withdrawal,Sydney,78839,SME,false
T9482,2024-11-11,A6585,1991,Deposit,Tokyo,58631,SME,false
T9483,2024-10-10,A6384,3321,Transfer,London,61675,SME,false
T9484,2025-04-26,A2757,3226,Transfer,London,42378,SME,false
T9485,2024-07-21,A2484,1544,Transfer,Sydney,7741,SME,false
T9486,2025-04-29,A8687,2531,Withdrawal,New York,15843,Corporate,false
T9487,2025-03-04,A7712,4563,Deposit,Sydney,73764,Retail,false
T9488,2024-08-21,A9173,3614,Deposit,New York,14563,Corporate,false
T9489,2024-12-22,A1249,4518,Withdrawal,New York,79691,SME,false
T9490,2024-11-27,A2132,3567,Transfer,Sydney,58142,SME,false
T9491,2025-01-15,A8371,1968,Deposit,New York,11939,Corporate,false
T9492,2025-04-17,A1850,4560,Withdrawal,Tokyo,41602,Corporate,false
T9493,2024-09-23,A9425,17,Transfer,Tokyo,31800,Corporate,false
T9494,2025-04-30,A9971,3488,Transfer,London,5618,SME,false
T9495,2024-05-25,A7043,46,Withdrawal,London,59598,Corporate,false
T9496,2024-08-06,A1664,3057,Withdrawal,New York,28623,Retail,false
T9497,2025-01-09,A1973,633,Transfer,Tokyo,29420,Retail,false
T9498,2025-02-21,A4622,2509,Deposit,Tokyo,24156,Retail,false
T9499,2024-08-31,A6815,3008,Deposit,Tokyo,21934,SME,false
T9500,2024-08-14,A7794,577,Deposit,New York,72991,Corporate,false
T9501,2025-03-29,A3710,22302,Withdrawal,Sydney,3011,SME,true
T9502,2024-07-04,A2027,69,Withdrawal,Sydney,23922,Corporate,false
T9503,2025-01-11,A1603,3706,Transfer,London,-901,Retail,false
T9504,2024-12-03,A9179,3070,Transfer,Sydney,15153,SME,false
T9505,2025-01-01,A1002,1893,Transfer,Sydney,90824,SME,false
T9506,2024-09-04,A1633,2790,Transfer,Tokyo,21699,Corporate,false
T9507,2025-04-02,A1343,4307,Deposit,Sydney,90748,Corporate,false
T9508,2024-11-26,A7886,4813,Transfer,London,95155,Corporate,false
T9509,2024-07-05,A9518,3696,Withdrawal,New York,80131,SME,false
T9510,2025-03-27,A1345,729,Withdrawal,London,67346,Corporate,false
T9511,2025-03-07,A4336,3542,Withdrawal,Sydney,94129,Retail,false
T9512,2024-05-26,A6718,1833,Transfer,Tokyo,11623,SME,false
T9513,2024-09-06,A4816,2828,Deposit,London,31792,SME,false
T9514,2025-02-03,A2776,2517,Deposit,New York,91234,Retail,false
T9515,2024-05-31,A9499,4481,Transfer,Sydney,87481,Retail,false
T9516,2024-08-18,A8968,1454,Transfer,New York,15981,Corporate,false
T9517,2025-04-01,A3084,4417,Deposit,Sydney,54511,Corporate,false
T9518,2024-08-01,A8253,2806,Transfer,New York,58385,Corporate,false
T9519,2024-08-16,A8522,1537,Withdrawal,London,45330,Corporate,false
T9520,2025-03-06,A4438,166,Transfer,Tokyo,71894,SME,false
T9521,2025-05-21,A4411,320,Deposit,Tokyo,98527,Retail,false
T9522,2024-11-26,A8985,2489,Deposit,Sydney,84717,SME,false
T9523,2024-08-04,A1143,290,Transfer,New York,8447,SME,false
T9524,2024-07-27,A5970,568,Withdrawal,London,11306,Corporate,false
T9525,2024-08-25,A1551,1039,Transfer,Sydney,40903,SME,false
T9526,2024-09-26,A7729,4372,Withdrawal,New York,53570,SME,false
T9527,2025-04-25,A1495,4652,Transfer,New York,41622,Retail,false
T9528,2025-02-11,A9965,469,Transfer,Tokyo,53355,SME,false
T9529,2025-05-05,A5933,1512,Withdrawal,New York,78095,SME,false
T9530,2024-10-02,A1006,682,Withdrawal,Sydney,75901,Retail,false
T9531,2024-06-05,A9165,4430,Transfer,Sydney,25538,Retail,false
T9532,2025-03-11,A1662,933,Deposit,New York,59876,Corporate,false
T9533,2024-11-25,A9392,4224,Transfer,London,68805,SME,false
T9534,2025-02-26,A7483,3802,Transfer,London,71836,Retail,false
T9535,2024-06-11,A6329,1249,Transfer,Tokyo,82110,Corporate,false
T9536,2024-08-10,A2193,4167,Transfer,Sydney,42095,Corporate,false
T9537,2025-04-25,A6148,3360,Transfer,New York,86066,SME,false
T9538,2025-01-20,A1363,2726,Deposit,New York,82510,Corporate,false
T9539,2025-05-06,A7571,2765,Transfer,Tokyo,53826,Retail,false
T9540,2025-04-27,A6185,3072,Transfer,New York,75341,Corporate,false
T9541,2025-01-07,A4856,4539,Deposit,London,73148,Corporate,false
T9542,2024-05-28,A1196,3992,Withdrawal,New York,94239,SME,false
T9543,2024-12-04,A7047,2846,Deposit,London,27193,Corporate,false
T9544,2024-07-26,A7498,3201,Transfer,Sydney,32470,Retail,false
T9545,2024-08-08,A6691,2410,Withdrawal,London,62956,SME,false
T9546,2025-04-30,A2962,3290,Transfer,New York,49520,Retail,false
T9547,2024-12-09,A3081,3466,Withdrawal,Tokyo,60453,Retail,false
T9548,2024-12-25,A7059,4826,Deposit,New York,33201,Corporate,false
T9549,2025-04-15,A6973,2785,Deposit,Sydney,60903,Corporate,false
T9550,2024-05-26,A7846,2301,Deposit,New York,68579,SME,false
T9551,2025-04-27,A9416,1449,Transfer,London,26969,SME,false
T9552,2024-09-21,A2513,1317,Deposit,Tokyo,26657,Corporate,false
T9553,2024-05-25,A9899,2344,Deposit,Sydney,51406,Retail,false
T9554,2025-03-27,A1180,3466,Transfer,London,95931,Corporate,false
T9555,2024-12-30,A4482,3925,Deposit,Tokyo,71378,SME,false
T9556,2025-02-16,A1930,3589,Withdrawal,Tokyo,34140,SME,false
T9557,2025-05-08,A1045,799,Transfer,London,85839,Corporate,false
T9558,2024-09-22,A8676,2802,Deposit,Sydney,34418,Retail,false
T9559,2024-05-27,A7196,133,Withdrawal,New York,25830,Retail,false
T9560,2024-09-17,A5065,3997,Transfer,New York,29650,Retail,false
T9561,2024-12-12,A6225,3033,Transfer,London,93918,Corporate,false
T9562,2024-10-01,A4870,1056,Deposit,Sydney,35818,Corporate,false
T9563,2024-11-14,A8800,3530,Transfer,New York,36224,SME,false
T9564,2025-03-11,A6667,77,Withdrawal,Tokyo,1027,Retail,false
T9565,2025-04-25,A1411,3435,Deposit,Sydney,38273,Retail,false
T9566,2025-02-24,A1648,231,Transfer,Sydney,83240,SME,false
T9567,2025-02-18,A3410,4009,Transfer,London,35449,Retail,false
T9568,2024-08-10,A8105,22,Withdrawal,London,42641,Corporate,false
T9569,2025-02-06,A2796,1901,Withdrawal,New York,60019,SME,false
T9570,2024-12-05,A9744,741,Transfer,New York,39614,Corporate,false
T9571,2024-07-09,A6497,82,Deposit,Sydney,26990,SME,false
T9572,2024-07-28,A3054,43866,Deposit,Tokyo,56105,Corporate,true
T9573,2025-05-04,A1745,4682,Deposit,Tokyo,100696,SME,false
T9574,2025-02-07,A7935,4614,Transfer,New York,2081,SME,false
T9575,2024-08-24,A2565,4126,Deposit,Tokyo,44401,Corporate,false
T9576,2024-12-14,A8265,2183,Transfer,Sydney,71610,Retail,false
T9577,2024-07-21,A5241,3077,Withdrawal,Tokyo,50619,Retail,false
T9578,2024-12-19,A9678,3044,Deposit,London,60923,SME,false
T9579,2024-06-25,A3867,1532,Transfer,Tokyo,23950,Corporate,false
T9580,2024-07-22,A9873,4600,Transfer,Sydney,49070,Retail,false
T9581,2024-08-20,A1501,1997,Withdrawal,Sydney,97454,Corporate,false
T9582,2025-02-02,A8052,2107,Transfer,Sydney,-179,Corporate,false
T9583,2024-05-28,A2689,3235,Withdrawal,Tokyo,70942,SME,false
T9584,2025-03-26,A1169,129,Transfer,New York,62463,Retail,false
T9585,2024-08-09,A9096,79,Transfer,New York,36231,Corporate,false
T9586,2024-09-05,A2735,4458,Transfer,Tokyo,19207,Retail,false
T9587,2025-03-12,A3654,3348,Deposit,London,50111,SME,false
T9588,2025-03-15,A4788,3072,Withdrawal,London,68065,SME,false
T9589,2024-08-29,A1618,3090,Transfer,London,73286,SME,false
T9590,2024-10-10,A9693,4099,Withdrawal,London,27242,Corporate,false
T9591,2025-05-10,A2252,743,Withdrawal,Tokyo,54382,Corporate,false
T9592,2024-11-30,A3597,3075,Withdrawal,Tokyo,83477,Corporate,false
T9593,2025-01-25,A1603,1777,Transfer,London,45686,Retail,false
T9594,2024-06-07,A4128,570,Deposit,Tokyo,33283,SME,false
T9595,2024-08-27,A8439,1548,Deposit,New York,83041,SME,false
T9596,2024-11-17,A1469,76,Deposit,Tokyo,42238,Retail,false
T9597,2025-03-31,A6769,2000,Deposit,Tokyo,19420,Retail,false
T9598,2025-04-07,A3082,4475,Withdrawal,Tokyo,7789,SME,false
T9599,2024-10-06,A2718,537,Transfer,New York,81018,SME,false
T9600,2024-11-30,A6090,4925,Transfer,Sydney,91840,Corporate,false
T9601,2025-05-24,A1295,406,Transfer,Tokyo,61405,SME,false
T9602,2024-11-06,A9863,3260,Deposit,Sydney,27144,Corporate,false
T9603,2025-01-28,A5348,2440,Transfer,Sydney,31043,Retail,false
T9604,2025-01-08,A6690,2253,Deposit,Sydney,13846,Retail,false
T9605,2024-08-27,A1921,3901,Deposit,Sydney,69724,Retail,false
T9606,2025-05-15,A4601,2640,Deposit,New York,80945,Retail,false
T9607,2025-02-15,A3101,397,Transfer,Tokyo,84883,Retail,false
T9608,2024-10-22,A1085,3373,Deposit,London,68634,Retail,false
T9609,2024-08-27,A2776,105,Withdrawal,Sydney,3228,Retail,false
T9610,2024-12-24,A5861,2519,Deposit,New York,69160,Corporate,false
T9611,2025-02-20,A4561,858,Deposit,New York,52526,Retail,false
T9612,2025-05-05,A1049,3891,Withdrawal,London,31221,Retail,false
T9613,2025-01-02,A3485,4293,Withdrawal,Sydney,49375,Corporate,false
T9614,2024-06-25,A2779,4351,Transfer,Sydney,54373,SME,false
T9615,2024-08-18,A8186,312,Transfer,Sydney,24656,SME,false
T9616,2024-10-30,A7997,3648,Deposit,Tokyo,10449,SME,false
T9617,2024-10-07,A2164,52,Transfer,New York,17291,Corporate,false
T9618,2024-11-18,A2767,4199,Withdrawal,New York,5171,Corporate,false
T9619,2024-09-29,A5294,3304,Deposit,London,52735,SME,false
T9620,2024-08-19,A1615,639,Transfer,New York,73268,Retail,false
T9621,2024-11-02,A8639,1874,Transfer,New York,20413,Corporate,false
T9622,2024-06-29,A1694,3296,Withdrawal,New York,75264,SME,false
